8 46 1476 1540
9 54 718 782
9 8 1850 1914
9 3 1792 1856
9 6 503 567
9 86 74 138
9 98 624 688
9 95 2021 2085
9 13 1453 1517
9 11 1804 1868
9 82 320 384
9 1 2161 2225
9 66 129 193
9 97 1060 1124
9 42 783 847
9 65 2176 2240
9 4 483 547
9 199 389 453
10 44 785 849
10 63 1170 1234
10 43 790 854
10 52 1018 1082
10 29 558 622
10 4 1078 1142
10 0 1420 1484
10 2 1554 1618
10 90 172 236
10 8 1965 2029
10 56 1210 1274
10 1 1409 1473
10 22 391 455
10 64 523 587
10 91 1431 1495
10 82 1799 1863
10 39 242 306
11 10 731 795
11 199 1626 1690
11 73 1765 1829
11 18 1886 1950
11 56 1445 1509
11 2 1558 1622
11 17 893 957
11 84 2119 2183
11 24 1021 1085
11 6 841 905
11 7 294 358
11 88 2079 2143
11 0 1264 1328
11 54 2011 2075
11 76 1958 2022
12 7 1069 1133
12 56 1010 1074
12 43 1266 1330
12 9 1883 1947
12 3 1128 1192
12 94 1050 1114
12 4 107 171
12 1 44 108
12 58 476 540
12 51 435 499
12 96 1256 1320
12 14 687 751
12 47 1395 1459
12 37 1319 1383
12 76 1019 1083
12 5 276 340
13 92 2100 2164
13 41 1289 1353
13 83 548 612
13 9 1122 1186
13 61 114 178
13 89 1535 1599
13 10 227 291
13 73 1254 1318
13 16 525 589
13 0 953 1017
13 3 1653 1717
13 36 710 774
13 2 1610 1674
13 30 739 803
13 90 1294 1358
13 60 18 82
14 9 1915 1979
14 13 1001 1065
14 49 1840 1904
14 6 1814 1878
14 3 2105 2169
14 26 760 824
14 2 1532 1596
14 39 1984 2048
14 10 0 64
14 71 544 608
14 63 827 891
14 5 1571 1635
14 12 141 205
14 32 521 585
14 25 897 961
15 2 1208 1272
15 83 1507 1571
15 80 174 238
15 42 419 483
15 14 612 676
15 20 1628 1692
15 50 2003 2067
15 73 1424 1488
15 72 46 110
15 32 1000 1064
15 13 778 842
15 91 187 251
15 0 1752 1816
15 7 2054 2118
15 6 49 113
15 55 112 176
15 77 1780 1844
15 1 2015 2079
16 9 649 713
16 67 557 621
16 80 307 371
16 0 1516 1580
16 10 669 733
16 22 899 963
16 8 228 292
16 66 1015 1079
16 70 13 77
16 25 1896 1960
16 1 1023 1087
16 6 282 346
16 78 645 709
16 69 1565 1629
16 14 2030 2094
16 27 750 814
16 33 195 259
17 12 558 622
17 37 2011 2075
17 89 1648 1712
17 79 1404 1468
17 24 1655 1719
17 51 1474 1538
17 43 459 523
17 56 1159 1223
17 60 984 1048
17 82 477 541
17 27 114 178
17 8 658 722
17 0 1709 1773
17 70 1098 1162
17 10 1136 1200
17 20 1914 1978
17 57 1666 1730
17 9 2185 2249
17 6 358 422
18 64 101 165
18 5 1237 1301
18 55 382 446
18 2 1027 1091
18 54 534 598
18 8 60 124
18 38 1309 1373
18 41 487 551
18 40 552 616
18 10 1421 1485
18 1 1409 1473
18 6 821 885
18 57 1835 1899
18 32 1358 1422
18 13 1073 1137
18 7 890 954
18 49 918 982
18 11 1907 1971
19 53 1831 1895
19 17 1225 1289
19 0 3 67
19 93 803 867
19 41 556 620
19 31 312 376
19 3 295 359
19 63 41 105
19 77 2029 2093
19 68 349 413
19 87 1898 1962
19 16 1940 2004
19 94 1501 1565
19 2 621 685
19 10 1614 1678
19 14 510 574
19 12 1284 1348
19 13 1768 1832
20 46 1838 1902
20 19 60 124
20 81 1874 1938
20 7 439 503
20 23 1046 1110
20 8 911 975
20 10 155 219
20 82 624 688
20 53 1276 1340
20 2 683 747
20 16 1686 1750
20 88 458 522
20 64 115 179
20 1 2162 2226
20 43 1665 1729
21 4 240 304
21 9 1431 1495
21 6 1304 1368
21 80 2175 2239
21 13 1975 2039
21 16 1506 1570
21 31 1806 1870
21 18 1594 1658
21 17 1172 1236
21 43 1957 2021
21 11 1472 1536
21 53 816 880
21 60 1426 1490
21 42 1710 1774
21 1 1760 1824
22 66 2106 2170
22 74 555 619
22 55 1251 1315
22 46 1483 1547
22 9 856 920
22 58 1397 1461
22 73 1641 1705
22 81 1584 1648
22 0 1468 1532
22 10 2022 2086
22 28 2086 2150
22 21 1785 1849
22 56 1042 1106
22 2 1809 1873
22 31 1304 1368
22 11 1155 1219
22 41 1351 1415
22 78 458 522
22 98 1844 1908
23 94 1320 1384
23 62 1351 1415
23 43 1572 1636
23 11 1388 1452
23 99 2143 2207
23 9 90 154
23 2 518 582
23 22 1122 1186
23 19 960 1024
23 67 1414 1478
23 48 1027 1091
23 5 1488 1552
23 53 2183 2247
23 78 1952 2016
23 7 128 192
24 11 705 769
24 4 666 730
24 34 1067 1131
24 95 1684 1748
24 40 904 968
24 70 141 205
24 46 243 307
24 15 222 286
24 39 1657 1721
24 21 1938 2002
24 35 267 331
24 59 1966 2030
24 75 1141 1205
24 0 198 262
24 27 1719 1783
24 74 1380 1444
24 99 756 820
24 14 474 538
24 17 1520 1584
25 14 330 394
25 78 1204 1268
25 19 1349 1413
25 37 868 932
25 6 968 1032
25 12 717 781
25 58 243 307
25 49 1276 1340
25 4 367 431
25 77 1909 1973
25 32 285 349
25 44 457 521
25 18 1725 1789
25 0 1275 1339
25 22 913 977
25 57 1285 1349
26 23 1182 1246
26 20 1658 1722
26 19 909 973
26 67 253 317
26 13 1883 1947
26 28 31 95
26 84 1471 1535
26 15 784 848
26 6 1244 1308
26 38 614 678
26 16 321 385
26 17 884 948
26 41 1726 1790
26 3 1850 1914
26 0 1654 1718
26 25 989 1053
26 73 1633 1697
26 51 57 121
26 39 1354 1418
27 26 1200 1264
27 19 623 687
27 57 799 863
27 15 297 361
27 59 1735 1799
27 6 1436 1500
27 49 1817 1881
27 21 398 462
27 9 902 966
27 199 1623 1687
27 32 287 351
27 29 1932 1996
27 31 443 507
27 62 285 349
27 45 1911 1975
27 89 2125 2189
27 61 653 717
27 17 1039 1103
28 74 87 151
28 59 819 883
28 4 11 75
28 99 1276 1340
28 3 322 386
28 10 1615 1679
28 6 1470 1534
28 87 820 884
28 30 1055 1119
28 15 2113 2177
28 38 1613 1677
28 2 2004 2068
28 84 1972 2036
28 12 1882 1946
28 13 1625 1689
28 60 892 956
28 23 206 270
29 37 1361 1425
29 16 142 206
29 83 768 832
29 24 502 566
29 6 12 76
29 0 481 545
29 4 1005 1069
29 22 1504 1568
29 61 1428 1492
29 11 372 436
29 98 1809 1873
29 10 869 933
29 64 858 922
29 40 2141 2205
29 49 616 680
29 8 875 939
29 57 614 678
30 88 1911 1975
30 10 1579 1643
30 199 878 942
30 37 2067 2131
30 47 1669 1733
30 93 1600 1664
30 32 1048 1112
30 18 796 860
30 11 1302 1366
30 38 1873 1937
30 35 1431 1495
30 27 1366 1430
30 20 1447 1511
30 29 56 120
30 98 1020 1084
30 67 520 584
30 80 919 983
30 65 1243 1307
31 11 1573 1637
31 94 221 285
31 66 1054 1118
31 75 1843 1907
31 61 1933 1997
31 69 282 346
31 65 2057 2121
31 84 1609 1673
31 0 523 587
31 23 1246 1310
31 68 1587 1651
31 96 1904 1968
31 34 1929 1993
31 4 231 295
31 58 1416 1480
31 5 43 107
31 53 1048 1112
31 22 335 399
32 9 1329 1393
32 72 627 691
32 39 245 309
32 71 244 308
32 70 1627 1691
32 21 536 600
32 42 750 814
32 6 753 817
32 25 54 118
32 16 88 152
32 68 641 705
32 18 364 428
32 10 338 402
32 12 1799 1863
32 89 2050 2114
32 81 2092 2156
32 29 1122 1186
32 199 2163 2227
32 4 1146 1210
33 1 141 205
33 27 1736 1800
33 23 514 578
33 6 110 174
33 21 1321 1385
33 25 260 324
33 24 1929 1993
33 5 373 437
33 17 1730 1794
33 37 2158 2222
33 9 139 203
33 96 1713 1777
33 89 1170 1234
33 30 1779 1843
33 88 862 926
33 60 182 246
33 34 1095 1159
34 52 281 345
34 21 836 900
34 82 365 429
34 38 492 556
34 50 1721 1785
34 29 720 784
34 7 778 842
34 0 910 974
34 11 1835 1899
34 78 977 1041
34 6 192 256
34 30 1053 1117
34 5 1797 1861
34 54 984 1048
34 91 1893 1957
34 56 484 548
34 199 1729 1793
34 85 170 234
35 48 1344 1408
35 88 1067 1131
35 1 1951 2015
35 9 356 420
35 85 990 1054
35 71 245 309
35 12 647 711
35 29 1850 1914
35 91 1558 1622
35 77 1795 1859
35 0 2076 2140
35 59 81 145
35 8 1554 1618
35 30 46 110
35 15 1317 1381
35 37 1802 1866
35 58 44 108
36 76 1525 1589
36 40 2082 2146
36 19 1306 1370
36 94 86 150
36 82 582 646
36 11 1155 1219
36 62 744 808
36 5 135 199
36 59 96 160
36 83 1075 1139
36 13 1631 1695
36 43 1603 1667
36 67 549 613
36 9 1421 1485
36 42 185 249
36 22 903 967
36 30 2075 2139
37 46 667 731
37 2 881 945
37 25 55 119
37 54 947 1011
37 4 27 91
37 38 1456 1520
37 49 1060 1124
37 42 207 271
37 62 1861 1925
37 51 953 1017
37 23 2176 2240
37 20 1793 1857
37 82 1112 1176
37 44 824 888
37 60 1174 1238
37 58 6 70
37 45 299 363
37 21 1290 1354
37 92 411 475
38 68 1988 2052
38 26 1838 1902
38 33 801 865
38 3 117 181
38 64 9 73
38 93 1513 1577
38 21 282 346
38 34 2083 2147
38 71 107 171
38 66 2059 2123
38 29 1005 1069
38 4 115 179
38 60 1552 1616
38 28 2051 2115
38 37 1402 1466
38 17 881 945
38 78 1569 1633
38 0 1906 1970
39 87 1430 1494
39 46 48 112
39 1 1757 1821
39 77 100 164
39 51 153 217
39 69 2177 2241
39 19 2127 2191
39 32 824 888
39 4 1669 1733
39 53 1807 1871
39 65 1877 1941
39 57 1542 1606
39 23 90 154
39 17 1343 1407
39 67 264 328
39 40 835 899
39 68 1043 1107
39 79 1568 1632
39 98 206 270
39 75 604 668
40 51 1629 1693
40 7 2084 2148
40 37 1520 1584
40 0 708 772
40 38 1937 2001
40 30 100 164
40 23 753 817
40 27 393 457
40 11 394 458
40 6 433 497
40 4 922 986
40 61 1474 1538
40 16 1627 1691
40 18 375 439
40 44 1263 1327
40 199 1287 1351
40 93 153 217
41 28 1950 2014
41 44 1995 2059
41 46 228 292
41 14 1189 1253
41 7 129 193
41 38 131 195
41 52 1365 1429
41 32 2126 2190
41 67 1553 1617
41 2 1126 1190
41 89 1456 1520
41 80 1144 1208
41 30 1223 1287
41 25 1580 1644
41 10 2195 2259
41 64 447 511
41 69 885 949
41 18 2138 2202
41 33 2086 2150
42 93 716 780
42 17 1459 1523
42 54 1308 1372
42 38 1135 1199
42 76 164 228
42 9 1559 1623
42 3 1443 1507
42 22 142 206
42 7 1739 1803
42 53 745 809
42 16 1887 1951
42 30 763 827
42 0 406 470
42 75 667 731
42 20 185 249
42 96 772 836
42 5 115 179
43 54 701 765
43 32 1764 1828
43 26 1807 1871
43 39 0 64
43 31 764 828
43 0 783 847
43 28 563 627
43 14 738 802
43 44 349 413
43 20 975 1039
43 95 1454 1518
43 49 1194 1258
43 70 2093 2157
43 41 887 951
43 40 399 463
43 50 1602 1666
43 90 514 578
44 89 938 1002
44 20 1303 1367
44 14 1615 1679
44 51 1368 1432
44 10 267 331
44 0 517 581
44 87 1315 1379
44 29 1988 2052
44 54 1429 1493
44 75 1154 1218
44 59 1106 1170
44 95 793 857
44 84 610 674
44 57 222 286
44 60 439 503
44 55 529 593
44 64 1074 1138
45 96 997 1061
45 14 124 188
45 49 1791 1855
45 70 1730 1794
45 64 1462 1526
45 76 1268 1332
45 73 295 359
45 99 394 458
45 94 1986 2050
45 8 40 104
45 27 2000 2064
45 11 651 715
45 16 769 833
45 47 141 205
45 0 56 120
45 91 2052 2116
45 83 1633 1697
46 11 343 407
46 15 1130 1194
46 66 1473 1537
46 22 1811 1875
46 41 434 498
46 60 1472 1536
46 28 922 986
46 20 1451 1515
46 42 284 348
46 4 1836 1900
46 95 33 97
46 2 1696 1760
46 98 415 479
46 47 2039 2103
46 92 1937 2001
46 88 294 358
46 24 1950 2014
47 95 2022 2086
47 35 1138 1202
47 62 1635 1699
47 18 2188 2252
47 36 1053 1117
47 199 2141 2205
47 48 1635 1699
47 72 400 464
47 64 1823 1887
47 4 1453 1517
47 41 1630 1694
47 59 1023 1087
47 43 1935 1999
47 77 21 85
47 32 2114 2178
47 6 1223 1287
47 13 1161 1225
48 55 1705 1769
48 4 1257 1321
48 26 2064 2128
48 5 1973 2037
48 31 1302 1366
48 37 102 166
48 85 603 667
48 2 1866 1930
48 56 770 834
48 3 1437 1501
48 45 2114 2178
48 33 197 261
48 0 861 925
48 52 1693 1757
48 82 506 570
48 74 267 331
48 77 108 172
49 4 1282 1346
49 95 1743 1807
49 5 953 1017
49 86 545 609
49 84 305 369
49 29 493 557
49 79 869 933
49 54 2073 2137
49 99 2064 2128
49 73 2062 2126
49 41 1663 1727
49 77 347 411
49 45 1932 1996
49 15 827 891
49 1 1778 1842
49 16 519 583
49 52 495 559
49 14 831 895
50 83 1890 1954
50 20 1119 1183
50 64 916 980
50 92 619 683
50 96 358 422
50 9 93 157
50 19 800 864
50 31 757 821
50 36 983 1047
50 77 412 476
50 8 1769 1833
50 58 952 1016
50 11 2009 2073
50 86 648 712
50 60 365 429
50 42 999 1063
50 68 1034 1098
50 34 2152 2216
51 54 1692 1756
51 73 1628 1692
51 89 1615 1679
51 68 2136 2200
51 24 2179 2243
51 91 1005 1069
51 65 1609 1673
51 74 662 726
51 43 619 683
51 82 685 749
51 67 1382 1446
51 33 1987 2051
51 21 922 986
51 13 1920 1984
51 49 905 969
51 69 1622 1686
51 36 888 952
52 51 2144 2208
52 50 272 336
52 21 236 300
52 63 563 627
52 98 914 978
52 2 1243 1307
52 94 1290 1354
52 13 180 244
52 61 187 251
52 23 703 767
52 58 1551 1615
52 99 1124 1188
52 89 811 875
52 41 123 187
52 29 1308 1372
52 69 1432 1496
52 35 2082 2146
52 33 255 319
53 45 1291 1355
53 31 520 584
53 11 2122 2186
53 5 2056 2120
53 63 1545 1609
53 32 2102 2166
53 64 816 880
53 74 375 439
53 73 75 139
53 24 817 881
53 17 41 105
53 94 1286 1350
53 3 382 446
53 44 914 978
53 26 481 545
53 10 998 1062
54 79 1162 1226
54 84 753 817
54 68 890 954
54 96 949 1013
54 48 1453 1517
54 75 1230 1294
54 67 806 870
54 43 1355 1419
54 97 1147 1211
54 4 1463 1527
54 44 823 887
54 45 1693 1757
54 8 1867 1931
54 24 587 651
54 5 1380 1444
54 70 1845 1909
54 98 624 688
55 14 350 414
55 22 2138 2202
55 77 1544 1608
55 70 1330 1394
55 94 2039 2103
55 84 920 984
55 20 1858 1922
55 97 1566 1630
55 39 1057 1121
55 99 1233 1297
55 12 1014 1078
55 59 748 812
55 63 728 792
55 27 39 103
55 79 1623 1687
55 17 1235 1299
55 60 2076 2140
55 58 1199 1263
55 1 1449 1513
55 52 596 660
56 42 1832 1896
56 85 595 659
56 35 1353 1417
56 31 252 316
56 92 686 750
56 81 309 373
56 0 67 131
56 41 1083 1147
56 14 1625 1689
56 72 1147 1211
56 37 26 90
56 13 2066 2130
56 23 1552 1616
56 93 1601 1665
56 21 1569 1633
56 55 138 202
56 50 19 83
56 8 1812 1876
57 21 276 340
57 51 80 144
57 7 1223 1287
57 95 1744 1808
57 27 1505 1569
57 25 1654 1718
57 73 2019 2083
57 87 207 271
57 91 1186 1250
57 66 932 996
57 56 1683 1747
57 54 1256 1320
57 31 2100 2164
57 62 851 915
57 40 2166 2230
57 60 2007 2071
57 48 350 414
57 1 565 629
57 82 756 820
57 12 178 242
58 99 2161 2225
58 27 19 83
58 66 921 985
58 79 2078 2142
58 62 1479 1543
58 18 218 282
58 67 43 107
58 88 2088 2152
58 76 376 440
58 42 597 661
58 77 881 945
58 21 1563 1627
58 74 481 545
58 70 1057 1121
58 98 1117 1181
58 38 670 734
58 72 397 461
58 87 776 840
59 35 528 592
59 43 1264 1328
59 71 1503 1567
59 29 743 807
59 65 1464 1528
59 18 749 813
59 56 1527 1591
59 97 2192 2256
59 68 525 589
59 23 1618 1682
59 91 1614 1678
59 36 927 991
59 24 812 876
59 30 1870 1934
59 26 326 390
59 0 851 915
59 4 1981 2045
60 9 1364 1428
60 33 604 668
60 98 143 207
60 44 1189 1253
60 17 54 118
60 22 665 729
60 97 1955 2019
60 42 1234 1298
60 39 1321 1385
60 87 2084 2148
60 16 2161 2225
60 96 871 935
60 64 577 641
60 34 1644 1708
60 19 1078 1142
60 23 1595 1659
60 77 934 998
61 1 1455 1519
61 91 25 89
61 37 1815 1879
61 92 1718 1782
61 32 1352 1416
61 27 774 838
61 31 851 915
61 95 484 548
61 38 1562 1626
61 89 2087 2151
61 59 1162 1226
61 57 42 106
61 58 777 841
61 71 583 647
61 30 1451 1515
61 14 2029 2093
61 94 1033 1097
62 31 456 520
62 41 1204 1268
62 58 2059 2123
62 37 783 847
62 29 551 615
62 54 1343 1407
62 83 1018 1082
62 1 2151 2215
62 49 612 676
62 14 502 566
62 87 472 536
62 95 709 773
62 69 699 763
62 27 1676 1740
62 25 1363 1427
62 99 332 396
62 84 1000 1064
62 21 642 706
62 57 295 359
62 94 244 308
63 13 52 116
63 199 1647 1711
63 80 89 153
63 58 1837 1901
63 84 1842 1906
63 29 1393 1457
63 86 1087 1151
63 98 392 456
63 42 2093 2157
63 91 965 1029
63 85 2115 2179
63 7 1133 1197
63 97 67 131
63 15 2141 2205
63 65 1247 1311
63 64 1039 1103
63 60 1509 1573
63 30 517 581
64 95 1182 1246
64 17 1347 1411
64 35 544 608
64 56 136 200
64 25 1806 1870
64 87 586 650
64 76 1526 1590
64 9 776 840
64 20 621 685
64 5 554 618
64 98 174 238
64 42 620 684
64 16 1755 1819
64 31 1179 1243
64 23 994 1058
64 85 1989 2053
64 78 93 157
64 71 603 667
65 59 250 314
65 71 508 572
65 63 1398 1462
65 74 899 963
65 35 51 115
65 56 1956 2020
65 88 2098 2162
65 76 268 332
65 80 1335 1399
65 93 1344 1408
65 28 86 150
65 47 2023 2087
65 62 531 595
65 44 1403 1467
65 49 1441 1505
65 9 570 634
65 18 2159 2223
65 52 1713 1777
65 7 1282 1346
66 81 490 554
66 68 1850 1914
66 2 43 107
66 26 1848 1912
66 94 654 718
66 87 2136 2200
66 20 1513 1577
66 50 1881 1945
66 55 214 278
66 33 1461 1525
66 91 1326 1390
66 57 704 768
66 98 1671 1735
66 75 1740 1804
66 38 1683 1747
66 70 1988 2052
66 9 490 554
66 36 2161 2225
66 35 1341 1405
67 91 77 141
67 87 727 791
67 57 1949 2013
67 2 1402 1466
67 81 1263 1327
67 35 917 981
67 42 1074 1138
67 63 138 202
67 83 15 79
67 96 1566 1630
67 84 1730 1794
67 76 1396 1460
67 12 1301 1365
67 95 1658 1722
67 82 1598 1662
67 36 851 915
67 31 398 462
67 79 613 677
67 27 2046 2110
68 97 10 74
68 10 264 328
68 3 851 915
68 77 998 1062
68 94 1176 1240
68 96 104 168
68 72 48 112
68 75 1018 1082
68 13 1103 1167
68 36 1273 1337
68 83 1258 1322
68 23 1167 1231
68 33 1646 1710
68 57 435 499
68 78 2090 2154
68 39 1927 1991
69 65 2024 2088
69 45 1782 1846
69 63 324 388
69 97 1731 1795
69 34 50 114
69 87 530 594
69 44 831 895
69 13 1636 1700
69 16 2128 2192
69 95 1496 1560
69 71 581 645
69 7 372 436
69 91 407 471
69 82 1590 1654
69 62 2101 2165
69 3 994 1058
69 92 1635 1699
69 10 558 622
69 58 612 676
70 60 1666 1730
70 14 1433 1497
70 90 1245 1309
70 94 2142 2206
70 26 2113 2177
70 86 630 694
70 41 72 136
70 30 1006 1070
70 59 745 809
70 79 2154 2218
70 46 1280 1344
70 62 2065 2129
70 44 677 741
70 56 1901 1965
70 88 321 385
70 5 263 327
70 92 1251 1315
70 74 1198 1262
70 65 2062 2126
71 91 855 919
71 76 173 237
71 70 662 726
71 19 697 761
71 78 1326 1390
71 3 2018 2082
71 85 421 485
71 65 466 530
71 6 2050 2114
71 32 1356 1420
71 52 220 284
71 59 358 422
71 55 1424 1488
71 87 1480 1544
71 88 1246 1310
72 74 1590 1654
72 39 1681 1745
72 99 471 535
72 76 1017 1081
72 22 332 396
72 44 1211 1275
72 97 195 259
72 48 665 729
72 36 1512 1576
72 6 1332 1396
72 45 1674 1738
72 82 811 875
72 199 1744 1808
72 93 663 727
72 88 317 381
72 21 287 351
73 84 511 575
73 50 2095 2159
73 12 65 129
73 35 1240 1304
73 8 949 1013
73 87 922 986
73 92 1704 1768
73 55 379 443
73 7 1939 2003
73 66 496 560
73 83 66 130
73 86 1011 1075
73 69 625 689
73 75 2124 2188
73 78 1298 1362
73 82 392 456
73 76 817 881
73 94 968 1032
74 20 1800 1864
74 0 1925 1989
74 99 839 903
74 72 1280 1344
74 87 2047 2111
74 13 680 744
74 61 837 901
74 4 2083 2147
74 80 1602 1666
74 49 179 243
74 18 1324 1388
74 83 1954 2018
74 199 890 954
74 7 106 170
74 41 980 1044
74 84 758 822
74 73 121 185
75 2 1764 1828
75 28 671 735
75 93 2060 2124
75 55 1393 1457
75 98 47 111
75 50 9 73
75 94 1590 1654
75 79 2062 2126
75 92 1760 1824
75 35 1006 1070
75 36 928 992
75 83 1253 1317
75 25 469 533
75 80 469 533
75 77 1901 1965
75 85 134 198
76 81 2070 2134
76 87 446 510
76 17 606 670
76 97 976 1040
76 89 331 395
76 9 612 676
76 8 1777 1841
76 30 468 532
76 94 0 64
76 10 1225 1289
76 49 1991 2055
76 85 696 760
76 46 1183 1247
76 91 1625 1689
76 48 2043 2107
76 78 1473 1537
76 35 1713 1777
77 89 939 1003
77 8 1324 1388
77 94 244 308
77 36 830 894
77 16 1622 1686
77 30 342 406
77 98 1568 1632
77 4 1029 1093
77 79 1004 1068
77 23 1295 1359
77 27 1624 1688
77 18 938 1002
77 78 761 825
77 68 374 438
77 81 1895 1959
77 92 469 533
78 15 1954 2018
78 0 1976 2040
78 80 1043 1107
78 79 948 1012
78 30 831 895
78 86 831 895
78 53 479 543
78 56 617 681
78 199 731 795
78 84 1227 1291
78 27 1945 2009
78 81 507 571
78 75 2120 2184
78 70 785 849
78 28 182 246
78 23 1495 1559
78 49 1633 1697
79 66 1136 1200
79 81 1056 1120
79 77 1484 1548
79 18 630 694
79 85 1296 1360
79 4 429 493
79 199 1219 1283
79 96 508 572
79 94 1817 1881
79 97 1923 1987
79 90 1690 1754
79 52 1871 1935
79 5 280 344
79 84 25 89
79 68 1527 1591
79 34 1159 1223
79 83 2157 2221
80 32 896 960
80 97 406 470
80 94 1991 2055
80 77 110 174
80 40 604 668
80 28 1056 1120
80 74 344 408
80 76 397 461
80 95 1340 1404
80 99 352 416
80 50 757 821
80 30 1823 1887
80 87 1075 1139
80 72 1489 1553
80 88 2138 2202
80 83 748 812
80 71 155 219
80 48 1446 1510
81 34 431 495
81 48 1382 1446
81 99 1465 1529
81 96 1724 1788
81 199 1920 1984
81 89 145 209
81 86 1105 1169
81 43 1639 1703
81 37 1214 1278
81 87 1008 1072
81 94 590 654
81 64 1985 2049
81 84 2149 2213
81 36 2106 2170
82 50 673 737
82 49 530 594
82 90 1645 1709
82 61 1239 1303
82 96 1934 1998
82 72 165 229
82 87 662 726
82 93 1527 1591
82 70 691 755
82 81 105 169
82 89 2040 2104
82 5 1212 1276
82 99 1909 1973
82 85 501 565
82 38 1483 1547
82 7 179 243
83 97 1685 1749
83 98 1398 1462
83 17 1356 1420
83 18 1910 1974
83 88 1877 1941
83 85 1953 2017
83 31 641 705
83 65 377 441
83 39 193 257
83 25 629 693
83 32 915 979
83 96 2116 2180
83 70 27 91
83 84 938 1002
83 86 64 128
83 93 827 891
84 96 1193 1257
84 98 1288 1352
84 11 1893 1957
84 30 112 176
84 63 1091 1155
84 94 416 480
84 8 141 205
84 97 2196 2260
84 64 2117 2181
84 95 548 612
84 16 929 993
85 91 2069 2133
85 79 904 968
85 2 22 86
85 90 36 100
85 42 1149 1213
85 32 185 249
85 16 1734 1798
85 38 749 813
85 64 676 740
85 93 1931 1995
85 21 10 74
85 199 285 349
85 33 2185 2249
85 97 1867 1931
85 6 601 665
86 59 1439 1503
86 79 505 569
86 90 890 954
86 91 2189 2253
86 92 1211 1275
86 97 290 354
86 37 1816 1880
86 53 1880 1944
86 93 1488 1552
86 95 1026 1090
86 82 847 911
86 87 1280 1344
86 21 359 423
86 35 1626 1690
86 14 304 368
86 27 827 891
86 67 1667 1731
87 91 334 398
87 96 56 120
87 41 1029 1093
87 59 583 647
87 21 1261 1325
87 51 232 296
87 55 1070 1134
87 97 1623 1687
87 98 1040 1104
87 99 1117 1181
87 92 2138 2202
87 86 2039 2103
87 11 1715 1779
87 58 1695 1759
87 25 876 940
87 61 580 644
87 199 1309 1373
88 92 823 887
88 72 536 600
88 81 71 135
88 95 1722 1786
88 60 676 740
88 58 1581 1645
88 14 2085 2149
88 36 623 687
88 44 832 896
88 55 1142 1206
88 2 1564 1628
88 96 2144 2208
88 99 361 425
88 40 1508 1572
88 90 384 448
88 15 1870 1934
88 20 1041 1105
88 98 463 527
88 71 2161 2225
88 91 151 215
89 199 2058 2122
89 16 1238 1302
89 98 105 169
89 40 1352 1416
89 14 371 435
89 83 986 1050
89 92 1012 1076
89 70 200 264
89 90 1148 1212
89 42 2030 2094
89 6 1905 1969
89 95 1211 1275
89 77 344 408
89 29 974 1038
90 1 220 284
90 32 430 494
90 66 2035 2099
90 91 134 198
90 98 226 290
90 96 1803 1867
90 88 1093 1157
90 53 1748 1812
90 99 1121 1185
90 47 1462 1526
90 27 512 576
90 85 1484 1548
90 48 988 1052
90 22 1280 1344
90 199 1238 1302
90 63 1731 1795
91 59 511 575
91 77 797 861
91 99 900 964
91 40 1515 1579
91 92 184 248
91 17 320 384
91 199 292 356
91 54 5 69
91 95 1602 1666
91 0 425 489
91 39 196 260
91 96 1504 1568
